.	代码	    名称	.	涨幅	现价	涨跌	买价	卖价	总手	总金额	现手	1分钟涨速	实体涨幅	现均差%	换手	委比%	总市值	流通市值	流通比例	4分钟涨速	当日偏离值	异动偏离值	10日内偏离值	30日内偏离值	10日异动次数	内盘	外盘	内外比	备注	利空	利好	主力净量	量比	TTM市盈率	净利润	市净率	每股盈利	细分行业	所属行业	昨收	开盘	开盘涨幅	竞价换手	最高	最低	5日涨幅	10日涨幅	20日涨幅	年初至今	振幅	买量	卖量	笔数	贡献度	机构动向	异动类型	总股本	流通股本	利润总额	净利润增长率	每股净资产	金叉个数	散户数量	自选时间	自选价格	自选收益	上市日期	
32	SH688388	嘉元科技	--	-4.28%	40.68	-1.82	40.67	40.68	30019891	1197341820	121979--	+0.00%	-4.28%	+1.87	7.04%	-51.25	17339990000	17339990000	100.00%	+0.00%	--	--	--	--	--	18524706	11495185	1.61	--	无	无	0.15	1.23		40876027	2.55	0.100	锂电池	电池	42.50	42.50	+0.00%	--	42.60	38.80	+1.62%	+5.09%	+19.86%	+176.17%	8.94%	33940	21618	30946	-0.04	2.06	--	426253440	426253440	48592484亿	128.4%	15.98	1	-202.55	--	--	--	20190722	
	SZ001222	源飞宠物	--	-4.29%	23.00	-1.03	23.00	23.01	5632320	130705737	31400--	+0.00%	-4.17%	-0.86	5.24%	+41.14	4390470000	2470427700	56.27%	+0.00%	--	--	--	--	--	3868358	1763962	2.19	--	无	无	-0.06	1.21	25.12	130215279	3.08	0.691	文娱用品	家居用品	24.03	24.00	-0.12%	--	24.15	22.85	-7.00%	-3.20%	-1.84%	+46.68%	5.41%	23500	2000	15662	--	-11.59	--	190890000	107409900	168543600亿	8.75%	7.46	1	3.35	--	--	--	20220818	
4	SH600711	盛屯矿业	--	-4.31%	10.66	-0.48	10.66	10.67	192730030	2031527800	882000--	+0.00%	-4.22%	+1.07	6.24%	+57.37	32945919000	32945919000	100.00%	+0.00%	--	--	--	--	--	100346931	92383099	1.09	--	无	无	-0.42	1.00	16.42	1701661100	1.95	0.551	铜	工业金属	11.14	11.13	-0.09%	--	11.13	10.21	-1.02%	+4.72%	+17.66%	+121.16%	8.26%	661200	62900	147267	-0.08	-9.72	--	3090611600	3090611600	2248099900亿	0.061%	5.46	1	44.04	--	--	--	19960531	
	SZ002787	华源控股	--	-4.31%	10.87	-0.49	10.87	10.88	34250835	375067520	464500--	+0.09%	-4.23%	-0.71	13.65%	+25.10	3643369600	2726860300	74.84%	+0.09%	--	--	--	--	--	18029535	16221300	1.11	--	无	无	0.22	1.54	37.30	85606591	1.95	0.250	包装	包装印刷	11.36	11.35	-0.09%	--	11.35	10.75	+3.13%	+14.18%	+31.28%	+39.72%	5.28%	4700	28400	50532	--	4.04	--	335176600	250861110	99179824亿	45.91%	5.57	0	-102.67	--	--	--	20151231	
32	SH688728	格科微	--	-4.32%	15.27	-0.69	15.26	15.27	27254660	416614800	118659--	+0.00%	-4.56%	-0.10	1.09%	+63.68	39710958000	38158007000	96.09%	+0.00%	--	--	--	--	--	15326761	11927899	1.29	--	无	无	-0.10	2.02	173.5	50188645	5.08	0.020	数字芯片设计	半导体	15.96	16.00	+0.25%	--	16.02	15.09	-6.61%	-2.49%	-14.17%	+13.80%	5.83%	82832	20362	31561	-0.09	-17.92	--	2600586700	2498887200	24261650亿	518.7%	3.01	1	22.46	--	--	--	20210818	
32	SH688077	大地熊	--	-4.34%	33.10	-1.50	33.10	33.12	4480661	147760260	100--	+0.00%	-2.65%	+0.35	3.91%	+33.91	3789238500	3789238500	100.00%	+0.00%	--	--	--	--	--	2567548	1913113	1.34	--	无	无	-0.62	1.11	81.28	43181356	3.49	0.380	磁性材料	金属新材料	34.60	34.00	-1.73%	--	34.20	32.36	-5.40%	-6.71%	-4.91%	+60.99%	5.32%	14879	4399	6791	-0.01	-27.89	--	114478504	114478504	42979996亿	51.85%	9.49	3	282.41	--	--	--	20200722	
4	SZ301002	崧盛股份	--	-4.36%	33.12	-1.51	33.12	33.13	3663582	122079327	16700--	+0.00%	-4.36%	-0.58	4.92%	-37.76	4108747300	2467557000	60.06%	+0.00%	--	--	--	--	--	2294940	1368642	1.68	--	无	无	-0.72	0.99		6903815	5.19	0.060	LED	光学光电子	34.63	34.63	+0.00%	--	34.64	32.70	-4.77%	-11.11%	-12.33%	+94.94%	5.60%	5300	7100	13951	--	-33.98	--	124056381	74503533	-5601217亿	-62.91%	6.38	3	38.77	--	--	--	20210607	
	SZ001206	依依股份	--	-4.37%	29.34	-1.34	29.34	29.35	6617492	194409850	56984--	+0.00%	-4.21%	-0.12	6.22%	+26.25	5424784300	3119295600	57.50%	+0.00%	--	--	--	--	--	3720030	2897462	1.28	--	无	无	-0.36	0.87	24.56	156701050	2.90	0.850	个护用品	美容护理	30.68	30.63	-0.16%	--	30.63	28.88	-7.18%	-3.77%	+1.28%	+84.30%	5.70%	15216	9300	14883	--	-19.15	--	184893810	106315461	209604530亿	3.82%	10.12	2	71.10	--	--	--	20210518	
32	SH688349	三一重能	--	-4.38%	27.04	-1.24	27.04	27.05	8147402	220391800	43391--	+0.04%	-4.11%	-0.04	3.30%	-10.58	33161970000	6685532200	20.16%	+0.04%	--	--	--	--	--	4833335	3314067	1.46	--	无	有	0.12	1.41	26.55	121824000	2.50	0.101	风电整机	风电设备	28.28	28.20	-0.28%	--	28.53	26.68	-8.83%	-5.19%	-12.38%	-10.70%	6.54%	410	10715	17852	-0.08	10.57	--	1226404220	247246020	29990000亿	-82.21%	10.82	2	-68.30	--	--	--	20220622	
	SZ300092	科新机电	--	-4.39%	18.29	-0.84	18.29	18.30	31468050	583657340	424500--	+0.00%	-5.72%	-1.35	14.99%	+77.58	5010056600	3838453800	76.62%	+0.00%	--	--	--	--	--	18492050	12976000	1.43	--	无	无	-0.79	0.98	61.57	55190617	3.08	0.202	能源及重型设备	专用设备	19.13	19.40	+1.41%	--	19.64	18.15	+3.74%	+11.19%	+6.52%	+61.83%	7.79%	171700	28200	46077	--	-8.40	--	273923270	209866260	54418892亿	-61.44%	5.93	0	42.30	--	--	--	20100708	
	SZ300175	ST朗源	--	-4.41%	6.29	-0.29	6.28	6.29	17450400	109552392	187400--	+0.00%	-0.47%	+0.18	3.71%	-29.53	2961332000	2961332000	100.00%	+0.00%	--	--	--	--	--	9682950	7767450	1.25	--	无	无	-0.60	1.40		-7651144	5.74	-0.016	果蔬加工	农产品加工	6.58	6.32	-3.95%	--	6.38	6.11	+0.48%	+2.28%	-2.93%	+13.95%	4.10%	72100	177800	4179	--	-20.00	--	470800000	470800000	-7859547亿	74.23%	1.10	1	292.69	--	--	--	20110215	
32	SH688499	利元亨	--	-4.45%	59.10	-2.75	59.09	59.10	7222685	424950940	51843--	+0.03%	-3.46%	+0.43	4.28%	-6.24	9971854900	9971854900	100.00%	+0.03%	--	--	--	--	--	4063199	3159486	1.29	--	无	无	-0.48	1.06		47492854	4.35	0.280	锂电专用设备	电池	61.85	61.22	-1.02%	--	61.24	57.89	-1.47%	-1.42%	-14.36%	+164.19%	5.42%	200	15360	15415	-0.02	-14.98	--	168728510	168728510	91037898亿	109.1%	13.58	0	102.75	--	--	--	20210701	
4	SH601020	华钰矿业	--	-4.48%	28.39	-1.33	28.39	28.40	43366857	1228162980	340760--	-0.14%	-4.06%	+0.23	5.29%	+27.85	23278798000	23278798000	100.00%	-0.14%	--	--	--	--	--	24679464	18687393	1.32	--	有	无	-0.49	0.89	25.82	801365610	5.44	0.980	铅锌	工业金属	29.72	29.59	-0.44%	--	29.90	27.55	-1.22%	+5.93%	+11.07%	+125.68%	7.91%	41940	5000	83385	-0.06	-15.37	--	819964700	819964700	935463410亿	423.9%	5.22	2	59.62	--	--	--	20160316	
4	SH603379	三美股份	--	-4.49%	53.42	-2.51	53.42	53.43	10499558	562530810	113300--	+0.07%	-4.47%	-0.28	1.72%	-5.16	32611790000	32611790000	100.00%	+0.08%	--	--	--	--	--	6217608	4281950	1.45	--	无	无	0.03	1.52	18.03	1590955100	4.28	2.60	氟化工	化学制品	55.93	55.92	-0.02%	--	56.14	52.60	-5.05%	-1.78%	-5.48%	+42.04%	6.33%	2600	900	28125	-0.08	2.94	--	610479040	610479040	1983785200亿	183.7%	12.47	1	0.61	--	--	--	20190402	
32	SH688778	厦钨新能	--	-4.51%	79.35	-3.75	79.35	79.36	10629323	834781380	64064--	-0.06%	-2.28%	+0.98	2.11%	-31.01	40047237000	40047237000	100.00%	-0.06%	--	--	--	--	--	6338830	4290493	1.48	--	无	无	-0.21	0.82	61.04	552209640	4.45	1.10	电池化学品	电池	83.10	81.20	-2.29%	--	81.63	76.07	+3.12%	+5.66%	-0.20%	+111.60%	6.69%	7442	6200	27080	-0.10	-12.93	--	504691080	504691080	612312930亿	41.54%	17.85	1	97.99	--	--	--	20210805	
4	SZ002756	永兴材料	--	-4.52%	46.94	-2.22	46.94	46.95	32262376	1517252400	373290--	+0.09%	-3.22%	-0.18	8.30%	+55.42	25305426000	18247016000	72.11%	+0.09%	--	--	--	--	--	19332228	12930148	1.50	--	无	无	-0.43	1.01	41.89	531573500	2.02	1.01	锂	能源金属	49.16	48.50	-1.34%	--	48.65	46.24	+15.73%	+26.08%	+36.77%	+27.14%	4.90%	2210	9800	94280	-0.36	-10.57	--	539101540	388730640	663975470亿	-45.25%	23.23	0	41.37	--	--	--	20150515	
4	SH600490	鹏欣资源	--	-4.52%	7.81	-0.37	7.81	7.82	114391257	894821700	523000--	+0.13%	-3.70%	-0.15	5.74%	+12.47	17282648000	15562373000	90.05%	+0.13%	--	--	--	--	--	60349238	54042019	1.12	--	无	无	-0.46	1.33	67.96	234052570	2.72	0.106	铜	工业金属	8.18	8.11	-0.86%	--	8.13	7.65	-5.22%	-8.12%	+29.09%	+137.39%	5.87%	37800	147200	102013	-0.04	-13.02	--	2212887100	1992621400	313251140亿	300.0%	2.87	1	19.13	--	--	--	20030626	
32	SH688073	毕得医药	--	-4.52%	73.85	-3.50	73.80	73.85	1578912	115436941	6388--	+0.16%	-4.49%	+0.95	3.65%	+39.62	6711705700	3192843600	47.57%	+0.16%	--	--	--	--	--	1035391	543521	1.91	--	无	无	0.08	1.17	43.78	119734016	3.35	1.37	医疗研发外包	医疗服务	77.35	77.32	-0.04%	--	77.84	70.90	-6.44%	+8.88%	-3.97%	+53.03%	8.97%	1000	657	5699	-0.02	5.57	--	90882948	43234172	159566470亿	42.79%	22.03	0	-32.04	--	--	--	20221011	
32	SH688155	先惠技术	--	-4.53%	61.37	-2.91	61.37	61.42	4316138	265620450	49741--	-0.21%	-4.26%	-0.27	3.44%	-27.85	7700666700	7700666700	100.00%	-0.21%	--	--	--	--	--	2727709	1588429	1.72	--	无	无	-0.49	1.10	32.05	205319790	3.64	1.64	锂电池	电池	64.28	64.10	-0.28%	--	64.34	59.88	-7.85%	-5.99%	-15.47%	+64.35%	6.94%	717	500	10424	-0.02	-20.91	--	125479333	125479333	343258830亿	9.17%	16.88	1	214.49	--	--	--	20200811	
4	SZ301237	和顺科技	--	-4.56%	45.20	-2.16	45.14	45.20	1320900	60321686	4000--	-0.33%	-6.96%	-0.99	2.01%	+25.30	3616000000	2976985000	82.33%	-0.33%	--	--	--	--	--	969500	351400	2.76	--	无	无	-0.23	1.28		-22955068	2.76	-0.294	膜材料	塑料制品	47.36	48.58	+2.58%	--	48.58	44.88	-5.64%	+0.60%	-12.23%	+89.12%	7.81%	500	800	4087	--	-19.04	--	80000000	65862500	-29864408亿	-2.27%	16.35	1	34.35	--	--	--	20220323	
4	SH600094	大名城	--	-4.56%	5.23	-0.25	5.23	5.24	57617291	304538860	815161--	-0.57%	-4.21%	-1.01	2.71%	-3.98	12159488700	11120182600	91.45%	-0.57%	--	--	--	--	--	35386123	22231168	1.59	--	无	无	0.11	1.31		257544630	1.19	0.110	住宅开发	房地产	5.48	5.46	-0.36%	--	5.48	5.17	+0.77%	+5.66%	+20.79%	+43.68%	5.66%	282639	228900	37802	-0.03	9.26	--	2324950000	2126230000	273843950亿	10.66%	4.39	5	-30.82	--	--	--	19970703	
32	SH688230	芯导科技	--	-4.62%	67.58	-3.27	67.58	67.67	2054072	139006450	9225--	+0.03%	-5.20%	-0.13	1.75%	+60.75	7947408000	7947408000	100.00%	+0.03%	--	--	--	--	--	1225164	828908	1.48	--	无	无	-0.05	1.32	77.43	73627766	3.54	0.630	分立器件	半导体	70.85	71.29	+0.62%	--	71.29	66.10	-6.94%	-5.94%	-12.44%	+46.91%	7.33%	2773	200	4657	-0.02	-3.52	--	117600000	117600000	79673800亿	-10.89%	19.11	2	26.25	--	--	--	20211201	
	SH603036	如通股份	--	-4.63%	21.44	-1.04	21.44	21.45	9752810	211125680	70000--	-0.19%	-4.50%	-0.92	4.73%	-48.48	4416769200	4416769200	100.00%	-0.19%	--	--	--	--	--	5946336	3806474	1.56	--	无	无	-0.70	1.54	38.35	90369620	3.22	0.440	能源及重型设备	专用设备	22.48	22.45	-0.13%	--	22.45	21.31	-5.84%	-5.76%	-0.83%	+28.23%	5.07%	11500	1400	9392	-0.01	-21.82	--	206006030	206006030	105882193亿	26.93%	6.66	1	166.34	--	--	--	20161209	
32	SH688485	九州一轨	--	-4.63%	15.46	-0.75	15.45	15.46	4608917	71295005	17266--	+0.19%	-4.45%	-0.06	5.23%	+31.47	2323515300	1362922300	58.66%	+0.19%	--	--	--	--	--	2951309	1657608	1.78	--	无	无	-0.06	1.03	129.9	-17213117	1.85	-0.120	综合环境治理	环境治理	16.21	16.18	-0.19%	--	16.18	15.10	-9.59%	+15.12%	+18.29%	+79.62%	6.66%	732	636	12727	-0.01	-5.25	--	150292060	88157978	-23706479亿	28.10%	8.34	0	0.00	--	--	--	20230118	
4	SZ301069	凯盛新材	--	-4.74%	22.29	-1.11	22.29	22.30	18737159	422369630	249700--	+0.00%	-4.91%	-1.08	4.79%	+11.04	9376231200	8720013600	93.00%	+0.00%	--	--	--	--	--	11368788	7368371	1.54	--	无	无	-0.60	0.71	78.46	115755523	5.96	0.275	其他化学原料	化学原料	23.40	23.44	+0.17%	--	23.57	22.20	-11.83%	-8.72%	+2.15%	+50.91%	5.85%	13400	25800	22793	--	-17.76	--	420647430	391207430	135031690亿	121.6%	3.74	2	149.19	--	--	--	20210927	
32	SH688786	悦安新材	--	-4.74%	29.31	-1.46	29.31	29.32	3053754	90196723	12412--	+0.03%	-4.81%	-0.74	2.12%	+36.47	4214778100	4214778100	100.00%	+0.03%	--	--	--	--	--	1945804	1107950	1.76	--	无	无	-0.03	1.21	55.91	61415848	5.65	0.430	磁性材料	金属新材料	30.77	30.79	+0.06%	--	30.79	29.06	-3.49%	-3.81%	+7.84%	+44.26%	5.62%	2179	2165	5652	-0.01	-1.80	--	143800000	143800000	70625097亿	9.04%	5.19	1	30.06	--	--	--	20210826	
4	SZ301511	德福科技	--	-4.79%	32.83	-1.65	32.83	32.84	32883704	1084902180	1500--	+0.03%	-3.72%	-0.47	8.78%	+69.05	20693471000	12296330400	59.42%	+0.03%	--	--	--	--	--	18184906	14698798	1.24	--	无	无	-1.17	0.62	808.8	66594105	5.09	0.106	锂电池	电池	34.48	34.10	-1.10%	--	34.22	32.50	-7.36%	+8.89%	-2.87%	+161.39%	4.99%	24300	10200	74900	--	-18.21	--	630322000	374545550	108861100亿	132.6%	6.45	0	164.11	--	--	--	20230817	
32	SH688235	百济神州-U	--	-4.80%	282.50	-14.25	282.50	282.57	5934178	1692010300	33025--	-0.02%	-5.49%	-0.89	5.16%	+80.53	435241480000	32503111000	7.47%	-0.03%	--	--	--	--	--	4034895	1899283	2.12	--	无	无	-0.08	1.80		449784000	16.20	0.292	化学制剂	化学制药	296.75	298.90	+0.72%	--	299.00	281.01	-1.98%	+2.90%	-6.41%	+75.44%	6.06%	209	800	23324	-1.14	-1.62	--	1540677800	115055260	796767000亿	115.6%	17.44	0	55.28	--	--	--	20211215	
	SZ002248	华东数控	--	-4.83%	12.42	-0.63	12.42	12.43	59528683	739691230	1951900--	+0.00%	-2.13%	-0.04	19.36%	+46.75	3819095400	3819095400	100.00%	+0.00%	--	--	--	--	--	34364590	25164093	1.37	--	无	无	-0.17	0.99	170.2	23121799	40.10	0.080	机床工具	通用设备	13.05	12.69	-2.76%	--	12.79	12.25	+11.39%	+18.40%	+21.29%	+59.44%	4.14%	357600	167100	68567	--	-2.77	--	307495600	307495600	23086051亿	151.8%	0.31	0	81.88	--	--	--	20080612	
	SH603256	宏和科技	--	-4.83%	33.69	-1.71	33.69	33.70	28510330	957137570	349300--	-0.03%	-3.58%	+0.33	3.24%	-4.01	29638019000	29638019000	100.00%	-0.03%	--	--	--	--	--	15620270	12890060	1.21	--	无	无	-0.24	0.88	192.6	138808410	18.67	0.160	电子化学品	电子化学品	35.40	34.94	-1.30%	--	34.97	32.60	-3.69%	+5.91%	-3.74%	+303.47%	6.69%	12200	38200	66058	-0.08	-13.56	--	879727500	879727500	156712610亿	1696%	1.81	0	27.47	--	--	--	20190719	
32	SH688093	世华科技	--	-4.84%	37.59	-1.91	37.59	37.60	6842610	255885160	33486--	-0.08%	-4.11%	+0.49	2.61%	-11.51	10539589100	9872311000	93.67%	-0.08%	--	--	--	--	--	3950317	2892293	1.37	--	无	无	0.09	0.88	26.31	316425770	3.73	1.20	其他电子	其他电子	39.50	39.20	-0.76%	--	39.23	36.52	-5.93%	+4.65%	-5.93%	+87.67%	6.86%	9634	3200	13051	-0.03	5.56	--	280382790	262631310	364973520亿	61.81%	10.07	1	-13.97	--	--	--	20200930	
4	SZ002203	海亮股份	--	-4.87%	10.95	-0.56	10.94	10.95	65703969	718224560	326600--	+0.18%	-4.45%	+0.16	2.97%	+32.36	25094720000	24222947000	96.53%	+0.18%	--	--	--	--	--	42027595	23676374	1.78	--	无	无	-0.30	2.33	33.50	924661930	1.49	0.510	铜	工业金属	11.51	11.46	-0.43%	--	11.55	10.69	-9.05%	-8.37%	-14.32%	+4.58%	7.47%	55500	108700	77051	-0.39	-16.19	--	2291755300	2212141300	1104225310亿	5.21%	7.33	2	36.24	--	--	--	20080116	
	SH605081	*ST太和	--	-4.88%	10.92	-0.56	10.91	10.92	3648514	39976119	37700--	+0.09%	-4.55%	-0.32	3.22%	-61.30	1236658030	1236658030	100.00%	+0.09%	--	--	--	--	--	2198296	1450218	1.52	--	无	无	-0.31	2.93		-82457695	1.39	-0.730	水务及水治理	环境治理	11.48	11.44	-0.35%	--	11.44	10.91	-8.47%	-5.54%	-13.61%	+4.20%	4.62%	11100	15	1949	--	-17.83	--	113247072	113247072	-81191794亿	-129.2%	7.88	3	66.12	--	--	--	20210209	
4	SZ300992	泰福泵业	--	-4.89%	23.71	-1.22	23.71	23.74	5502943	131017578	45800--	-0.17%	-3.03%	-0.40	7.10%	-69.89	2260454500	1837361400	81.28%	-0.17%	--	--	--	--	--	2951253	2551690	1.16	--	无	无	-0.68	2.64	227.5	16851811	2.61	0.182	其他通用设备	通用设备	24.93	24.45	-1.93%	--	24.47	23.50	-7.74%	-6.58%	-8.95%	-11.28%	3.89%	100	5000	9692	--	-19.10	--	95337602	77493102	16498093亿	-13.89%	9.07	2	278.42	--	--	--	20210525	
4	SH603298	杭叉集团	--	-4.91%	27.32	-1.41	27.31	27.32	11355256	311612370	61600--	+0.00%	-4.34%	-0.43	0.87%	+68.59	35784065000	35784065000	100.00%	+0.00%	--	--	--	--	--	6392606	4962650	1.29	--	无	无	-0.04	1.06	16.27	1752757400	3.14	1.34	工程机械	工程机械	28.73	28.56	-0.59%	--	28.70	27.08	-4.14%	+2.67%	-4.21%	+57.10%	5.64%	138400	12700	21727	-0.10	-10.13	--	1309812050	1309812050	2037999200亿	11.21%	8.69	1	1.20	--	--	--	20161227	
4	SH600259	广晟有色	--	-4.92%	52.23	-2.70	52.23	52.24	13671888	712305140	88600--	+0.00%	-4.95%	+0.24	4.06%	+78.86	17572048000	17572048000	100.00%	+0.00%	--	--	--	--	--	8695824	4976064	1.75	--	无	无	-0.31	1.11	168.0	127560620	5.03	0.380	稀土	小金属	54.93	54.95	+0.04%	--	54.95	51.11	-8.21%	-7.75%	-6.38%	+87.81%	6.99%	51400	2400	39731	-0.05	-16.06	--	336435910	336435910	125404731亿	146.3%	10.39	2	61.37	--	--	--	20000525	
	SH600173	卧龙新能	--	-4.93%	9.06	-0.47	9.05	9.06	88042915	847602720	1245000--	+0.11%	-4.63%	-5.95	12.57%	-1.32	6346586600	6345771200	99.99%	+0.11%	--	--	--	--	--	43690217	44352698	0.985	--	无	无	-1.18	1.60		75750063	1.66	0.110	住宅开发	房地产	9.53	9.50	-0.31%	--	10.16	9.00	+4.02%	-8.48%	+8.50%	+128.79%	12.17%	570400	520600	61772	-0.02	-13.68	--	700506240	700416240	170155380亿	-42.70%	5.47	1	219.77	--	--	--	19990415	
32	SH688293	奥浦迈	--	-4.95%	58.82	-3.06	58.82	58.99	2248580	132743631	22132--	-0.59%	-4.82%	-0.35	1.98%	+3.12	6694901500	6694901500	100.00%	-0.59%	--	--	--	--	--	1419648	828932	1.71	--	无	无	0.07	1.13	154.8	49425305	3.18	0.440	医疗研发外包	医疗服务	61.88	61.80	-0.13%	--	61.80	57.83	+2.87%	+4.07%	-11.11%	+63.16%	6.42%	482	466	5949	-0.02	9.57	--	113820154	113820154	68924070亿	81.48%	18.51	1	-29.89	--	--	--	20220902	
4	SH605020	永和股份	--	-4.95%	26.31	-1.37	26.30	26.31	15803393	418275850	166900--	+0.08%	-4.74%	-0.57	3.14%	+61.79	13438161000	13230450200	98.45%	+0.08%	--	--	--	--	--	10116297	5687096	1.78	--	无	无	-0.21	1.40	23.41	469244980	2.38	1.09	氟化工	化学制品	27.68	27.62	-0.22%	--	27.67	26.15	-3.77%	-6.04%	-5.02%	+31.03%	5.49%	20700	18600	37496	-0.04	-13.63	--	510762480	502867740	562816580亿	220.4%	11.06	1	5.87	--	--	--	20210709	
32	SH688550	瑞联新材	--	-4.95%	46.26	-2.41	46.25	46.26	7723553	359114830	399--	+0.09%	-4.48%	-0.49	4.45%	-2.50	8029593600	8029593600	100.00%	+0.09%	--	--	--	--	--	4802297	2921256	1.64	--	无	无	0.03	1.63	23.12	280813490	2.48	1.63	电子化学品	电子化学品	48.67	48.43	-0.49%	--	48.80	45.20	-10.14%	+0.06%	-8.94%	+50.68%	7.40%	10475	902	15721	-0.02	0.85	--	173575310	173575310	321545460亿	51.54%	18.69	1	-206.62	--	--	--	20200902	
	SH603595	ST东尼	--	-4.98%	20.59	-1.08	--	20.59	18600	382974	100--	+0.00%	+0.00%	+0.00	0.01%	-100.00	4785987500	4785987500	100.00%	+0.00%	--	--	--	--	--	0	18600	0	--	有	无	0.00	0.01	121.1	-14605087	3.10	-0.060	消费电子零部件及组装	消费电子	21.67	20.59	-4.98%	--	20.59	20.59	-8.37%	-2.19%	-22.56%	+20.59%	0.00%	--	27265993	67	-0.01	--	--	232442330	232442330	-74763197亿	65.72%	6.65	2	0.00	--	--	--	20170712	
	SZ300491	通合科技	--	-4.99%	34.45	-1.81	34.44	34.45	27669970	968843370	346100--	+0.64%	-2.35%	-1.56	17.78%	-64.74	6038022200	5359992100	88.77%	+0.64%	--	--	--	--	--	16140310	11529660	1.40	--	无	无	-0.43	1.31	257.1	20437763	5.13	0.120	其他电源设备	其他电源设备	36.26	35.28	-2.70%	--	36.10	34.16	+11.16%	+0.20%	+13.32%	+117.32%	5.35%	1000	12000	70176	--	-3.40	--	175269150	155587580	16317916亿	-2.20%	6.72	4	15.21	--	--	--	20151231	
	SH603389	*ST亚振	--	-4.99%	42.42	-2.23	--	42.42	3647660	155406470	17700--	+0.00%	+0.00%	-0.41	1.39%	-100.00	11145939800	11145939800	100.00%	+0.00%	--	--	--	--	--	1777400	1870260	0.950	--	无	无	-0.28	0.72		-31412301	47.65	-0.120	成品家居	家居用品	44.65	42.42	-4.99%	--	43.98	42.42	-8.83%	+9.36%	+21.48%	+592.01%	3.49%	--	402720	6416	--	-37.83	--	262752000	262752000	-31742982亿	41.15%	0.89	1	93.04	--	--	--	20161215	
	SZ002122	ST汇洲	--	-5.03%	3.40	-0.18	--	3.40	3171900	10784460	66800--	+0.00%	+0.00%	+0.00	0.16%	-100.00	6805102000	6759944900	99.34%	+0.00%	--	--	--	--	--	0	3171900	0	--	无	无	-0.04	0.08		56237795	3.12	0.028	机床工具	通用设备	3.58	3.40	-5.03%	--	3.40	3.40	-7.36%	-5.03%	-12.37%	+0.00%	0.00%	0	227835930	1354	--	-44.78	--	2001500600	1988219100	57137675亿	-18.12%	1.09	3	-1.18	--	--	--	20070328	
	SZ003010	若羽臣	--	-5.11%	39.16	-2.11	39.16	39.17	10229854	404728430	130960--	+0.00%	-4.25%	-0.98	4.52%	+9.52	12181089100	8855727800	72.70%	+0.00%	--	--	--	--	--	6323632	3906222	1.62	--	无	无	-0.53	1.37	79.77	104773755	15.53	0.340	互联网电商	互联网电商	41.27	40.90	-0.90%	--	41.07	38.89	-4.72%	-10.70%	-8.29%	+184.49%	5.28%	12040	10196	27450	--	-31.00	--	311059480	226142180	89435083亿	81.57%	2.52	3	97.23	--	--	--	20200925	
32	SH688697	纽威数控	--	-5.12%	16.12	-0.87	16.12	16.13	12771017	208343180	167200--	-0.06%	-5.18%	-1.14	2.79%	+61.54	7372214100	7372214100	100.00%	-0.06%	--	--	--	--	--	6988128	5782889	1.21	--	无	无	-0.35	1.44	24.26	206278620	4.22	0.451	机床工具	通用设备	16.99	17.00	+0.06%	--	17.08	16.07	+0.62%	-1.29%	+8.33%	+40.70%	5.94%	12187	28200	13868	-0.02	-26.51	--	457333380	457333380	226418000亿	-9.36%	3.82	0	98.67	--	--	--	20210917	
	SH603388	*ST元成	--	-5.13%	0.74	-0.04	--	0.74	964100	713434	10000--	+0.00%	+0.00%	+0.00	0.30%	-100.00	241042840	241042840	100.00%	+0.00%	--	--	--	--	--	0	964100	0	--	无	无	-0.14	1.61		-143140540	0.342	-0.439	装饰园林	建筑装饰	0.78	0.74	-5.13%	--	0.74	0.74	-22.11%	-39.34%	-58.89%	-72.08%	0.00%	--	63875021	282	--	-35.65	--	325733570	325733570	-143815130亿	-72.59%	2.16	6	31.49	--	--	--	20170324	
4	SH600619	海立股份	--	-5.14%	21.40	-1.16	21.40	21.41	47878555	1023745380	480400--	+0.00%	-3.30%	+0.08	6.07%	+74.06	22969570000	16888341000	73.52%	+0.00%	--	--	--	--	--	27885804	19992751	1.39	--	无	无	-0.80	0.99	345.6	55333183	3.75	0.050	家电零部件	白色家电	22.56	22.13	-1.91%	--	22.13	21.01	-9.70%	+0.38%	-12.72%	+75.60%	4.96%	260600	23700	71224	-0.06	-28.13	--	1073344410	789174800	153973050亿	143.6%	5.71	1	155.88	--	--	--	19921116	
4	SZ300723	一品红	--	-5.15%	53.06	-2.88	53.05	53.06	13443706	712529270	98100--	+0.04%	-5.62%	+0.11	3.22%	+62.02	23966818000	22161421000	92.47%	+0.04%	--	--	--	--	--	8040648	5403058	1.49	--	无	无	0.07	1.34		-136083180	13.69	-0.301	化学制剂	化学制药	55.94	56.22	+0.50%	--	56.28	51.33	+0.82%	-3.46%	-4.81%	+211.02%	8.85%	15900	2100	47214	--	4.33	--	451692770	417667190	-155732050亿	44.80%	3.88	1	-8.18	--	--	--	20171116	
